"","ALB","HP","MT.ATP6","APOA2","MT.ATP8","SAA1","MT.CO1","MT.CO2","MT.CO3","SAA2","MT.ND4","ORM1","MT.ND3","SERPINA1","FTL","APOC3","MT.ND2","MT.ND4L","APOC1","MT.CYB","APOA1","MT.ND1","CLPS","C3","FGB","FGA","CRP","RBP4","MT1G","FGG","MT.ND6","APOE","TF","B2M","REG3A","CLU","CYP2E1","TTR","FABP1","ORM2","SERPINA3","APOH","GLUL","MT2A","AMBP","APOC2","MT.ND5","FTH1","PRSS1","MT1B","MT1X","CES1","RPS27","EEF1A1","ALDOB","FGL1","PLA2G2A","HPX","RPS18","CFB","SPINK1","VTN","RPL8","TMSB4X","AHSG","NNMT","AFP","RPS19","SERPINC1","APOA4","EPHX1","TPT1","C4A","GAPDH","C4B","RPL39","RPL10","RPL37A","C1R","RPL13A","HPD","RPS24","A1BG","IL32","RPL30","GC","RPS16","ADH1B","RPS21","SERPING1","SPP1","TMSB10","MT1E","REG1A","IFI27","RPS29","HRG","RPL13","CD74","APCS","Category"
"TCGA-RC-A7SB-01A-21R-A352-07",619179.28,161367.56,1246973.04,1393227.06,1402917.72,56265.94,1493223.86,1026995.62,1005860.33,17681.08,951601.81,153724.82,663619.99,237899.7,619179.28,894051.48,958220.73,863596.77,506427.83,565825.41,256748.15,811368.76,7911.95,267651.2,45386.27,41475.31,2573.36,237899.7,6792.79,25530.66,239554.43,378516.38,256748.15,79572.48,3820.7,253213.41,4575.41,313910.86,45701.96,51062.33,53601.03,124000.67,9606.86,8305.36,58250.19,162489.97,207103.59,176583.6,6207.38,3.69,20030.74,66912.05,56657.31,71714.63,71714.63,10368.08,187.71,34876.28,45386.27,36610.26,1977.24,72715.74,38966.94,57847.82,26067.14,2090.03,153.34,47313.67,70238.75,2.48,56265.94,87681.42,23492.92,58250.19,23656.34,39237.98,47642.77,49322.93,21172.91,37379.55,36106.23,26614.89,28723.62,14361.31,38164.99,19482.97,39785.74,26431.04,32767,59063.35,748.61,21320.18,5791.62,5147.73,53230.77,47974.16,110983.6,23986.58,13123.73,12764.83,1
"TCGA-QA-A7B7-01A-11R-A32O-07",721179.07,214407.12,472513.8,479109.86,472513.8,47642.77,524287,632189.57,290865.98,22380.2,462789.59,554180.87,279017.26,82951.62,142439.51,535303.41,202841.44,322736.12,260332.24,236256.4,320506.81,172949.54,0,273275.14,114103.8,106462.55,9088.59,100719.65,92.7,88291.3,84109.6,160252.91,181548.07,82378.63,26.86,64632.75,314.17,57448.23,30999.42,165904.25,7280.4,122293.5,6607.01,454.09,175363.84,87681.42,73730.83,62431.08,0,2.34,147.06,29327.18,98646.85,74243.68,202841.44,6561.36,429.54,28132.47,45701.96,92040.7,5219.6,51775.15,17558.94,11745.96,20310.37,1628.26,848.22,49666,36357.37,1508.65,59063.35,61571.56,57051.4,52135.28,57448.23,40621.74,47974.16,60723.88,59887.86,38164.99,90.77,22225.61,28328.16,15499.21,26431.04,112532.89,34158.52,8538.88,32767,26800.01,64.34,14163.58,62.56,41.22,1819.35,63742.91,28132.47,23656.34,6983.79,27553.49,1
"TCGA-CC-A7IJ-01A-11R-A33R-07",599.49,31.9,169390.27,1508.65,134755.94,5.36,148488.36,226632.25,141455.6,5.77,114897.47,58.3,60723.88,1991,251464.33,224.97,48643.87,49322.93,29736.59,124000.67,63,36864.92,0,10014.87,65.26,64.34,12.18,718.08,866.07,66.65,16045.82,43537.38,579.04,218912.29,0,72213.45,114.36,43.94,4.24,19.25,11112.3,232.94,5517.27,7032.37,2739.08,1467.37,12415.75,148488.36,4.43,0,10225.32,2502.97,52863.07,88291.3,16.88,60.82,21.94,37.05,45386.27,748.61,26.47,71,52497.92,133825.1,67.12,14765.09,395.18,62865.33,77.25,0,11424.74,33922.56,1540.37,110983.6,1498.22,64632.75,37379.55,60304.42,14867.79,53601.03,59.13,82951.62,218.79,8247.98,39237.98,34.26,40341.14,54.33,26067.14,12244.81,5403.7,137587.47,2855.44,0,27745.15,44452.21,4.39,46019.85,103551.29,25.35,1
"TCGA-DD-AADL-01A-11R-A41C-07",964885.69,82951.62,992012.34,822695.06,1131651.83,13306.94,726195.27,711250.37,706337.4,6426.31,550352.86,95286.54,275175.93,101420.22,324980.94,269512.87,641014.63,443937.41,353168.2,391864.76,135693.24,422911.59,0,146444.06,35118.87,40062.48,6471.02,107948.72,16727.26,32315.87,187950.38,177811.84,145432.49,85876.94,15.91,154794.07,642.59,90773.53,42346.82,32092.64,28923.41,66449.85,6164.49,8901.53,73730.83,117311.73,131071,143430.26,4.9,0,13399.51,37379.55,62865.33,72213.45,65990.84,11112.3,647.07,23330.64,52497.92,60304.42,14361.31,47974.16,37901.36,34396.12,61571.56,1639.59,86.43,27363.16,57051.4,5.15,52497.92,34635.37,41475.31,60304.42,44761.41,34158.52,39785.74,34158.52,20310.37,42641.37,12329.98,24660.96,14867.79,11267.44,43537.38,18950.18,27553.49,4066.71,23656.34,36357.37,529.06,10154.69,4268.94,10.55,7857.29,26067.14,45072.75,25887.07,5791.62,13872.08,1
"TCGA-DD-A118-01A-11R-A131-07",76330.98,170568.48,649962.87,687022.54,485798,24.28,1034138.94,1085552.95,593956.43,12.55,659036.03,56657.31,205673.01,370726.6,141455.6,220434.95,343510.77,394590.4,292889.12,336441.4,320506.81,217400.14,27.84,236256.4,171754.88,220434.95,107948.72,127486.83,32.13,153724.82,107203.06,234624.45,175363.84,77396.54,11.38,100023.92,96.68,45072.75,4210.15,37639.55,100023.92,71714.63,7230.1,713.11,162489.97,226632.25,87075.75,135693.24,18.97,0,173.85,73221.53,66449.85,86474.27,140478.49,36864.92,13681.08,109455.64,64632.75,79022.82,36.53,110216.97,40904.3,21768.19,759.08,583.07,1757.34,60723.88,21026.65,6337.83,68793.23,31650.8,90773.53,92040.7,102836.01,43236.64,56657.31,48307.85,19618.49,59474.18,1427.22,33224.42,1044.52,9151.82,41475.31,65082.31,46019.85,441.64,37121.34,20451.65,583.07,45386.27,105.15,20.11,848.22,36610.26,38430.46,49322.93,14765.09,32315.87,1
"TCGA-DD-AACY-01A-11R-A41C-07",1825675.85,641014.63,668235.84,1085552.95,561916.97,28328.16,663619.99,517068.97,535303.41,10733.74,263966.36,355624.68,269512.87,627822.72,288856.81,205673.01,185362.8,160252.91,602247.76,251464.33,214407.12,233003.78,0,417089.23,331809.5,378516.38,254974.66,265802.39,23.76,355624.68,59887.86,341137.96,45701.96,155870.75,36.53,189257.69,20593.91,45386.27,21617.82,63302.6,97288.74,143430.26,6887.62,1498.22,190574.09,205673.01,42054.3,103551.29,0,0,332.14,34876.28,195931.88,115696.65,114897.47,73730.83,128373.58,88291.3,97965.44,120609.84,45701.96,129266.49,110983.6,25887.07,19214.73,21919.61,215.77,72715.74,80683.28,5329.3,51775.15,100719.65,98646.85,35363.15,100023.92,84109.6,133825.1,86474.27,26431.04,74760.09,41475.31,51417.5,61999.83,37379.55,152662.96,88905.42,50011.46,6426.31,46019.85,58655.36,571.05,8191,157.68,1313.23,50011.46,138544.47,49322.93,102125.66,9740.98,43236.64,1
"TCGA-EP-A2KC-01A-11R-A213-07",353168.2,649962.87,378516.38,1246973.04,338781.54,93325.55,223512.12,906531.99,645473.24,43537.38,558035.51,265802.39,350728.68,447025.24,925580.18,186652.11,408505.64,229795.93,682276.92,554180.87,97288.74,189257.69,0,286861.53,185362.8,256748.15,11345.82,200048.85,3168.41,200048.85,51417.5,176583.6,102125.66,218912.29,435.55,158046.64,154794.07,37379.55,39785.74,89523.81,56657.31,171754.88,195931.88,9215.48,101420.22,172949.54,38966.94,131071,0,0,4450.27,141455.6,140478.49,150561.19,10084.54,44452.21,3168.41,45386.27,100719.65,88905.42,1540.37,111755.56,109455.64,26067.14,21768.19,6935.54,232.94,60304.42,55877.28,4.03,91404.92,110983.6,102836.01,37639.55,107948.72,72715.74,81809.59,80125.95,31650.8,55877.28,20030.74,55877.28,44145.15,21768.19,118127.7,34876.28,48643.87,29736.59,42054.3,52135.28,15180.22,17078.76,1551.09,1250.98,98646.85,80125.95,25179.16,62865.33,16960.78,57448.23,1
"TCGA-CC-A5UE-01A-11R-A28V-07",68318.04,59887.86,116501.39,338781.54,92040.7,54.33,258533.99,318292.9,220434.95,3.99,145432.49,66912.05,146444.06,280957.98,736332.6,87075.75,108699.57,64186.29,260332.24,97288.74,60723.88,66912.05,0,90773.53,74243.68,109455.64,110.43,55877.28,3325.99,110983.6,50359.33,136637.07,114103.8,61571.56,23.08,153724.82,24490.61,22692.63,100023.92,17681.08,10296.45,124863.17,10883.59,6887.62,60304.42,115696.65,24153.43,174152.51,0,0,4123.49,30572.63,133825.1,168220.2,1857.6,37121.34,6.31,26067.14,106462.55,29943.43,6745.86,59887.86,88905.42,33455.53,42937.97,260.38,283.05,67846.12,54727.32,2.76,37901.36,47642.77,42054.3,32315.87,40341.14,160252.91,189257.69,107203.06,9151.82,67377.47,3419.52,55107.99,37379.55,16383,102125.66,20170.07,63742.91,9474.59,95949.32,27938.14,19892.37,66449.85,5183.54,31.22,616.37,79572.48,21617.82,56657.31,14361.31,2555.58,1
"TCGA-UB-AA0V-01A-11R-A38B-07",2546350.23,863596.77,1019901.63,619179.28,932018.1,11664.82,828417.36,887875.81,789181.81,5403.7,716197.51,209994.66,641014.63,489177,225066.78,527933.71,506427.83,554180.87,585779.24,466008.55,469249.9,479109.86,0,273275.14,176583.6,177811.84,1857.6,246289.25,56657.31,146444.06,205673.01,153724.82,198667,134755.94,0,155870.75,137587.47,115696.65,140478.49,95286.54,70238.75,200048.85,27363.16,42937.97,149521.18,133825.1,128373.58,84109.6,0,0,26067.14,64186.29,77934.88,143430.26,97288.74,38966.94,72.01,106462.55,56657.31,66912.05,346.29,99333,29943.43,53230.77,85876.94,19618.49,295.11,39510.91,55877.28,1191.69,31650.8,137587.47,49666,36106.23,45386.27,45386.27,57847.82,53230.77,79572.48,50011.46,25708.25,50359.33,60304.42,18052.61,39510.91,77396.54,36357.37,57051.4,27363.16,56657.31,2047,20030.74,17437.64,0,2255.7,64632.75,49322.93,47974.16,18178.19,42346.82,1
"TCGA-G3-A25U-01A-11R-A16W-07",663619.99,191899.64,894051.48,531605.79,912837.43,15824.9,1163466.92,550352.86,606436.73,5441.3,355624.68,228208.61,437825.58,167058.21,198667,265802.39,368165.8,239554.43,539026.74,282912.21,67377.47,284880.02,0,172949.54,119776.72,122293.5,928.3,148488.36,52497.92,137587.47,280957.98,191899.64,397335,64186.29,0,124000.67,10,73730.83,79572.48,80683.28,33224.42,142439.51,5112.16,57051.4,174152.51,119776.72,145432.49,75803.72,0,4.5,32315.87,48307.85,161367.56,153724.82,391864.76,78476.96,23.42,26614.89,85283.74,58655.36,43.32,46019.85,57448.23,18431.96,49322.93,5329.3,131.51,43840.21,62431.08,4.74,19082,118127.7,36106.23,39510.91,30999.42,79572.48,82951.62,64186.29,55491.3,56657.31,32994.92,30999.42,50359.33,20593.91,99333,80683.28,41475.31,52135.28,50011.46,45386.27,21.78,8963.45,34396.12,0,4512.4,96616.71,70727.3,28132.47,5076.84,5633.22,1
"TCGA-GJ-A3OU-01A-31R-A38B-07",381149.17,313910.86,527933.71,1282030.25,355624.68,236256.4,336441.4,565825.41,485798,59887.86,320506.81,231394.29,456418.21,207103.59,881742.8,147462.67,437825.58,160252.91,365622.68,251464.33,256748.15,207103.59,0,63302.6,53601.03,73221.53,64186.29,85876.94,4802.93,68318.04,46662.28,151608.43,42346.82,311742.51,126.12,73221.53,6164.49,13586.57,109455.64,54727.32,52497.92,48982.22,10296.45,22225.61,60723.88,62431.08,38430.46,258533.99,0,0,7966.99,65082.31,122293.5,118949.35,30999.42,60723.88,1923.14,17804.06,65535,38966.94,65082.31,55107.99,110216.97,131982.68,5954.47,21468.49,320.8,80125.95,25708.25,1417.35,60723.88,73730.83,27174.14,67377.47,32315.87,65990.84,76330.98,70727.3,22850.48,76330.98,6983.79,62865.33,21026.65,72715.74,109455.64,20030.74,48307.85,2451.44,39785.74,25354.3,10512.82,80683.28,2816.11,88.26,10084.54,79022.82,8538.88,76330.98,131982.68,22535.88,1
"TCGA-ZS-A9CE-01A-11R-A37K-07",1221310.69,828417.36,437825.58,1212874.47,450134.56,9215.48,696613.03,353168.2,573724.06,10368.08,241220.67,159145.95,186652.11,155870.75,267651.2,828417.36,265802.39,208544.12,619179.28,207103.59,577714.63,234624.45,0,502929.67,59063.35,79572.48,358.54,282912.21,4.62,46019.85,104271.56,502929.67,262143,193234.41,2.48,113315.62,38.4,299043.36,49322.93,65082.31,22692.63,148488.36,16960.78,1191.69,202841.44,177811.84,77934.88,80125.95,0,0,3847.29,80683.28,102836.01,75280.1,148488.36,6792.79,90.77,95286.54,61571.56,112532.89,2032.85,133825.1,33455.53,15285.81,22850.48,4575.41,166.73,55491.3,180294.02,10.31,167058.21,47313.67,42346.82,61999.83,51775.15,45072.75,57051.4,69753.56,20881.4,57847.82,31215.04,45386.27,94628.34,19754.96,53230.77,38430.46,48643.87,29327.18,48982.22,92040.7,34.02,6699.25,348.71,0,53230.77,42054.3,41763.8,62431.08,8901.53,10014.87,1
"TCGA-GJ-A6C0-01A-12R-A311-07",1093103.58,751804.53,271387.49,1345768.59,258533.99,78476.96,411347.03,269512.87,358098.26,57051.4,348306.01,290865.98,211455.3,492579.5,772940.66,309589.14,208544.12,176583.6,307450.64,168220.2,60723.88,154794.07,0,244588,65535,127486.83,36864.92,24490.61,624.99,87681.42,61571.56,271387.49,209994.66,288856.81,0,94628.34,896.64,48643.87,61999.83,66912.05,56265.94,116501.39,8078.22,7537.18,81809.59,124000.67,40341.14,215898.44,42.71,0,18052.61,118127.7,76330.98,47974.16,59474.18,32994.92,39237.98,33688.23,24153.43,68318.04,27938.14,77396.54,26431.04,53230.77,45386.27,6607.01,1104.13,45386.27,56265.94,35,46019.85,48307.85,59887.86,64632.75,69753.56,37121.34,33922.56,43236.64,76330.98,29531.18,2796.65,29124.6,24832.5,11424.74,27553.49,87681.42,26067.14,9025.81,28328.16,61999.83,13123.73,37121.34,543.96,93.35,32767,43840.21,6037.61,27363.16,37121.34,63742.91,1
"TCGA-DD-A1EF-01A-11R-A131-07",1063212.58,29124.6,496005.67,606436.73,524287,249.73,391864.76,365622.68,305326.92,121.79,391864.76,44145.15,447025.24,242898.5,558035.51,147462.67,358098.26,286861.53,217400.14,221968.2,133825.1,258533.99,0,62431.08,91404.92,126606.21,351.14,84109.6,170.25,93325.55,68793.23,142439.51,161367.56,56265.94,102.97,79022.82,40621.74,30151.71,67846.12,34158.52,8134.41,44452.21,28525.2,3639.7,68793.23,107203.06,50359.33,113315.62,12.93,0,1081.39,5479.15,158046.64,100719.65,8191,14163.58,529.06,10959.3,154794.07,37901.36,656.11,64632.75,87681.42,24660.96,146444.06,361.04,190574.09,135693.24,25179.16,387.02,21617.82,79022.82,14765.09,48643.87,14361.31,94628.34,78476.96,93974.69,3540.14,118949.35,16496.96,87681.42,14867.79,7130.55,131071,38697.77,62431.08,1733.13,59887.86,9876.98,2976.74,31432.17,56.68,70.01,693.58,86474.27,2178.83,70727.3,15392.14,2485.67,1
"TCGA-G3-A3CI-01A-11R-A213-07",2986448.72,869603.57,1123834.93,1229805.58,932018.1,145432.49,1943195.01,1412675.8,925580.18,121448.75,721179.07,331809.5,506427.83,254974.66,513497.31,456418.21,577714.63,414208.18,365622.68,577714.63,158046.64,389157.95,0,334117.42,182810.84,258533.99,301123.38,402881.61,31650.8,169390.27,279017.26,191899.64,134755.94,137587.47,0,286861.53,7911.95,124000.67,68318.04,96616.71,44761.41,254974.66,7130.55,31650.8,149521.18,169390.27,147462.67,148488.36,0,5.23,29943.43,79572.48,59063.35,124000.67,150561.19,62865.33,7803.01,87681.42,48982.22,52135.28,397.93,171754.88,40621.74,33455.53,17804.06,20881.4,251.48,42641.37,69271.73,3146.52,25179.16,118127.7,65990.84,56657.31,65082.31,39785.74,59887.86,61999.83,40062.48,50011.46,7695.57,46662.28,32315.87,7331.05,24321.43,91404.92,34876.28,81244.48,24321.43,57847.82,74.58,15715.58,16611.71,0,2119.22,46662.28,55877.28,51062.33,20170.07,45701.96,1
"TCGA-DD-A1ED-01A-11R-A155-07",682276.92,1600397.78,614902.29,282912.21,565825.41,2845004.48,593956.43,649962.87,654483.73,2691538.19,546551.29,606436.73,696613.03,992012.34,244588,301123.38,531605.79,284880.02,428815.23,437825.58,107948.72,275175.93,0,440870.9,602247.76,623486.02,8078.22,179048.63,72715.74,539026.74,309589.14,149521.18,82951.62,322736.12,721179.07,324980.94,175363.84,25887.07,83528.61,139508.13,228208.61,145432.49,104271.56,87681.42,105727.15,87681.42,121448.75,88291.3,6.52,176.29,66449.85,69271.73,78476.96,121448.75,35363.15,204252.32,260332.24,110983.6,36357.37,162489.97,48307.85,92680.9,29943.43,39510.91,41475.31,131982.68,376.41,38430.46,40904.3,2032.85,19348.38,134755.94,110983.6,44761.41,112532.89,45072.75,53973.86,48982.22,120609.84,50011.46,66449.85,44452.21,54727.32,23820.89,35856.82,79022.82,29327.18,76861.91,26986.43,91404.92,173.85,13681.08,15607.02,496005.67,28328.16,52135.28,25887.07,44761.41,72213.45,113315.62,1
"TCGA-BC-A10Q-01A-11R-A131-07",13492.72,435.55,794671.01,1066.48,565825.41,45.85,805764.22,1179708.33,1005860.33,30.78,585779.24,1350.18,336441.4,97288.74,64632.75,366.09,187950.38,294926.33,2537.92,391864.76,279.14,104996.83,0,38697.77,2178.83,4095,85876.94,351.14,33.78,1551.09,88291.3,3081.75,1250.98,158046.64,14.35,6745.86,63.45,138.1,381.68,234.57,1208.34,3794.3,3690.52,954.43,325.29,698.41,65082.31,55107.99,6.62,0,291.04,158.79,116501.39,140478.49,74.58,3589.58,32.13,94.67,65082.31,31215.04,860.08,14163.58,49322.93,39237.98,148.09,607.87,82.87,73730.83,28.65,144.01,2018.8,92680.9,5672.41,84109.6,4836.35,58250.19,69271.73,97288.74,6337.83,87681.42,37.32,62865.33,157.68,22225.61,40621.74,1407.55,70727.3,13.72,61999.83,11745.96,75803.72,137587.47,153.34,43.02,429.54,53230.77,30.12,65990.84,21172.91,11267.44,1
"TCGA-DD-AAVW-01A-11R-A41C-07",1503610.06,187950.38,706337.4,1864037.21,762299.34,3665.02,672883.8,443937.41,313910.86,3060.45,614902.29,40621.74,550352.86,408505.64,358098.26,440870.9,682276.92,550352.86,212926.09,311742.51,294926.33,324980.94,0,322736.12,31650.8,39237.98,2796.65,156954.93,848.22,21919.61,152662.96,92680.9,107203.06,136637.07,265.87,170568.48,1313.23,169390.27,159145.95,21468.49,75280.1,120609.84,9606.86,1844.76,84109.6,108699.57,136637.07,248002.34,0,39.22,587.13,85283.74,82378.63,120609.84,39237.98,169390.27,60.39,40341.14,73221.53,41475.31,409.15,103551.29,35363.15,71219.26,51775.15,1909.85,3847.29,32092.64,50011.46,743.43,98646.85,133825.1,17437.64,48307.85,18052.61,37639.55,61999.83,74243.68,10296.45,36864.92,15934.98,57051.4,25005.23,42054.3,106462.55,19082,21919.61,2434.5,27553.49,19482.97,1870.53,53973.86,599.49,25.35,3614.55,70238.75,80125.95,39237.98,26248.46,6887.62,1
"TCGA-UB-A7MC-01A-11R-A33R-07",280957.98,211455.3,305326.92,358098.26,343510.77,1977.24,218912.29,309589.14,211455.3,384.34,267651.2,6792.79,225066.78,139508.13,517068.97,241220.67,144427.91,205673.01,305326.92,215898.44,18689.27,136637.07,0,112532.89,69271.73,99333,10.39,120609.84,1123834.93,80125.95,52135.28,103551.29,172949.54,58655.36,90.77,450134.56,288856.81,33688.23,1104.13,3491.39,9215.48,97288.74,282912.21,360589.03,64186.29,135693.24,45701.96,121448.75,0,44145.15,414208.18,111755.56,145432.49,150561.19,21468.49,890.44,2855.44,23820.89,70238.75,25708.25,27745.15,101420.22,50359.33,12853.63,28328.16,51.71,162.14,42641.37,50011.46,75.64,125731.67,33224.42,17804.06,40062.48,17197.56,65535,71219.26,70238.75,16045.82,40904.3,6121.9,55107.99,3491.39,19754.96,68793.23,17197.56,37379.55,69271.73,35609.13,14561.8,567.1,5913.33,172949.54,16.51,8363.13,60304.42,5403.7,56265.94,5995.9,7433.4,1
"TCGA-PD-A5DF-01A-11R-A27V-07",443937.41,453265.5,932018.1,88291.3,450134.56,223512.12,479109.86,614902.29,610654.84,67846.12,632189.57,554180.87,479109.86,447025.24,288856.81,176583.6,191899.64,185362.8,431797.89,343510.77,81244.48,145432.49,0,338781.54,251464.33,244588,154794.07,73221.53,409.15,214407.12,68318.04,211455.3,57051.4,176583.6,0,48982.22,6983.79,68318.04,35609.13,165904.25,79572.48,97965.44,4836.35,21617.82,54349.29,139508.13,32540.65,158046.64,0,0,16727.26,71714.63,77934.88,100023.92,21919.61,36610.26,38430.46,51062.33,64186.29,97288.74,172949.54,91404.92,37379.55,93325.55,15392.14,15715.58,33.78,82378.63,21172.91,94628.34,24490.61,65082.31,34158.52,40341.14,36357.37,75280.1,59887.86,60304.42,34158.52,57847.82,1397.83,58250.19,44452.21,97965.44,46339.95,61571.56,35856.82,12415.75,91404.92,46339.95,4903.87,50359.33,1674.06,5.02,30999.42,101420.22,46662.28,61999.83,22535.88,12415.75,1
"TCGA-DD-AAVZ-01A-11R-A41C-07",696613.03,292889.12,414208.18,1452391.55,462789.59,37379.55,565825.41,370726.6,419990.32,16045.82,303217.87,152662.96,231394.29,619179.28,472513.8,419990.32,160252.91,280957.98,509950.32,168220.2,228208.61,205673.01,0,284880.02,191899.64,181548.07,26986.43,116501.39,81.71,129266.49,41188.81,217400.14,179048.63,150561.19,420.68,185362.8,49322.93,94628.34,122293.5,24490.61,215898.44,167058.21,19082,3103.19,82951.62,156954.93,36864.92,115696.65,0,0,928.3,17078.76,129266.49,110216.97,15499.21,42641.37,769.69,77934.88,90773.53,68793.23,131071,151608.43,76330.98,23492.92,96616.71,4575.41,23656.34,70238.75,59887.86,21.94,44761.41,102836.01,53601.03,46986.85,50709.61,54727.32,71219.26,67377.47,23330.64,53230.77,6935.54,66449.85,27745.15,12329.98,92680.9,31215.04,42054.3,8718.32,36357.37,37379.55,100.83,15075.35,769.69,5.41,1697.45,88291.3,37639.55,39785.74,11189.6,80683.28,1
"TCGA-DD-AACK-01A-11R-A41C-07",863596.77,217400.14,273275.14,857631.47,260332.24,110983.6,331809.5,265802.39,262143,58250.19,175363.84,177811.84,155870.75,711250.37,550352.86,246289.25,143430.26,154794.07,338781.54,129266.49,239554.43,146444.06,0,191899.64,172949.54,141455.6,97965.44,104271.56,19754.96,123144.13,25005.23,125731.67,120609.84,135693.24,25.17,99333,58655.36,42937.97,155870.75,45072.75,55107.99,124000.67,13033.07,23986.58,147462.67,77396.54,24832.5,118127.7,0,0,7911.95,226632.25,63302.6,127486.83,31432.17,71714.63,563.18,31650.8,78476.96,49322.93,56657.31,80683.28,39510.91,32994.92,55491.3,30785.28,181.28,52497.92,29124.6,13776.25,57448.23,102125.66,67846.12,66912.05,64632.75,51775.15,62865.33,46986.85,20881.4,51417.5,36610.26,50709.61,38966.94,40341.14,44452.21,50011.46,41475.31,22072.07,34876.28,33455.53,41188.81,17927.91,13033.07,3.11,9025.81,60723.88,14065.74,60304.42,11827.67,31215.04,1
"TCGA-G3-A6UC-01A-21R-A33J-07",539026.74,368165.8,459592.86,288856.81,558035.51,4736.79,499455.67,589853.66,506427.83,1388.16,443937.41,77934.88,391864.76,215898.44,155870.75,256748.15,440870.9,343510.77,292889.12,417089.23,94628.34,244588,0,217400.14,116501.39,167058.21,275.28,233003.78,9876.98,104996.83,127486.83,154794.07,163620.18,132900.7,7485.11,137587.47,134755.94,61999.83,17317.18,31215.04,42641.37,115696.65,77396.54,17558.94,167058.21,74243.68,97288.74,66912.05,0,3.41,14765.09,53601.03,86474.27,62865.33,40341.14,14663.09,0,91404.92,104996.83,146444.06,64.8,97965.44,30572.63,9540.5,44761.41,6607.01,172.65,40621.74,108699.57,9.7,54349.29,82951.62,93974.69,20451.65,132900.7,59063.35,93325.55,48307.85,46019.85,38966.94,64186.29,37121.34,60723.88,13123.73,37121.34,62431.08,38164.99,36610.26,31870.96,78476.96,119.26,3039.3,4419.52,43.94,1199.98,43537.38,37379.55,47313.67,6250.56,26431.04,1
"TCGA-CC-5264-01A-01R-A131-07",985160.01,197294.7,182810.84,124000.67,198667,2148.82,193234.41,151608.43,160252.91,480.04,109455.64,114897.47,58655.36,179048.63,138544.47,92040.7,82951.62,72715.74,145432.49,84109.6,62865.33,106462.55,0,103551.29,85283.74,95286.54,1662.49,55491.3,21617.82,86474.27,40341.14,89523.81,86474.27,134755.94,25.54,355624.68,3491.39,13872.08,39237.98,40341.14,22535.88,52135.28,8134.41,12160.22,55877.28,42641.37,22072.07,53230.77,0,13.93,5791.62,15824.9,105727.15,58655.36,11745.96,43840.21,1037.29,13033.07,41763.8,51417.5,60304.42,97288.74,43537.38,74760.09,18689.27,1529.73,25179.16,32767,12415.75,1437.15,21320.18,36106.23,44761.41,84109.6,39785.74,125731.67,95286.54,32540.65,29124.6,38164.99,236.21,38430.46,7081.29,29943.43,42346.82,28923.41,32315.87,1008.9,23169.48,6164.49,5913.33,15715.58,14461.21,395.18,915.51,36864.92,5147.73,26067.14,12329.98,10084.54,1
"TCGA-DD-A73F-01A-11R-A32O-07",3478417.29,389157.95,475800.4,561916.97,434801.29,13586.57,687022.54,535303.41,469249.9,12415.75,509950.32,253213.41,324980.94,402881.61,233003.78,453265.5,233003.78,348306.01,565825.41,267651.2,133825.1,212926.09,9.13,262143,121448.75,164758.26,40621.74,226632.25,39785.74,97965.44,130165.62,225066.78,251464.33,309589.14,0,109455.64,35856.82,51417.5,147462.67,87075.75,55877.28,254974.66,5183.54,15715.58,151608.43,198667,91404.92,98646.85,5.82,19.97,8421.31,34635.37,58250.19,78476.96,66912.05,27745.15,13681.08,58655.36,31215.04,82951.62,36357.37,127486.83,25179.16,44452.21,81809.59,8363.13,3419.52,50011.46,44761.41,195.72,58655.36,41188.81,24832.5,27745.15,27174.14,28525.2,47642.77,37901.36,23330.64,33688.23,13872.08,33922.56,24321.43,73730.83,32994.92,90773.53,29124.6,11504.21,35363.15,51775.15,432.53,26800.01,9606.86,0,77396.54,54349.29,47642.77,32092.64,50709.61,18819.27,1
"TCGA-RC-A7SF-01A-11R-A352-07",2011721.67,241220.67,1402917.72,1600397.78,1775752.63,26986.43,1634025.56,1163466.92,1221310.69,6983.79,971597,176583.6,550352.86,614902.29,469249.9,202841.44,472513.8,672883.8,1012856.65,623486.02,428815.23,456418.21,0,221968.2,158046.64,175363.84,46019.85,307450.64,221.86,112532.89,391864.76,324980.94,209994.66,64632.75,0,184082.4,70.01,73730.83,163620.18,15075.35,59063.35,115696.65,5672.41,5954.47,184082.4,136637.07,273275.14,110983.6,0,0,1745.2,52497.92,60304.42,90146.51,49322.93,33922.56,39.22,31215.04,56657.31,69753.56,22380.2,110983.6,169390.27,31432.17,82951.62,5479.15,470.14,53973.86,37121.34,154.42,57448.23,42054.3,76861.91,63742.91,85283.74,60304.42,52863.07,66912.05,33922.56,46339.95,11745.96,55491.3,79022.82,85876.94,133825.1,39237.98,42641.37,20593.91,33922.56,48982.22,591.22,38697.77,1216.75,14.45,22072.07,39237.98,55107.99,42054.3,6652.97,25179.16,1
