"","PNLIP","CELA3A","CLPS","MT.CO1","CELA3B","REG1A","MT.ATP8","MT.ATP6","MT.ND4","MT.CO2","MT.CO3","SYCN","TG","MT.ND3","MT.ND4L","MT.CYB","MT.ND2","MT.ND1","MT.ND6","CLU","CELA2A","B2M","FN1","MT.ND5","CPA1","FTH1","S100A6","CTSB","HSPA1B","EEF1A1","TMSB4X","CD74","RPS27","FTL","GNAS","GPX3","HSPA1A","MT1G","NPC2","TMSB10","TPT1","SFTPB","CALCA","TPO","HLA.B","TIMP1","RPL13","RPL37A","RPL41","INS","SLC34A2","HBA2","RPL10","RPL13A","RPS29","ACTB","APOE","RPL31","RPS24","AL590235.1","SPARC","VIM","TFF3","GP2","RPS18","SERPINA1","HBB","RPL12","RPL39","MT1X","RPS11","HLA.A","RPS6","RPL3","RPL26","RPS19","RPL28","ACTG1","RPL27A","GAPDH","DNAJB1","RPS2","RPS4X","RPS23","RPS4Y1","UBC","DPRX","RPS20","CHI3L1","RPL24","RPL34","RPS3A","S100A4","RPL7A","C3","CALR","HSP90B1","RPL8","HLA.C","ANXA1","Y"
"TCGA-EM-A1YE-01A-11R-A14Y-07",0,0,0,535303.41,0,0,405683.88,428815.23,397335,411347.03,509950.32,0,778316.89,459592.86,282912.21,221968.2,277089.94,225066.78,94628.34,10368.08,18.97,141455.6,2061.24,67846.12,0,77396.54,38430.46,36106.23,2835.7,101420.22,28525.2,23820.89,70727.3,51417.5,97288.74,142439.51,10659.59,144427.91,27363.16,25354.3,112532.89,62.56,2.94,49322.93,12676.65,3491.39,94628.34,72213.45,84109.6,0,64.34,8718.32,85283.74,87681.42,55491.3,50011.46,1963.57,54349.29,84694.64,0,23986.58,129266.49,11035.54,3.03,73730.83,336.79,3847.29,44452.21,47974.16,61999.83,93974.69,14561.8,57051.4,85876.94,33224.42,58250.19,47313.67,42937.97,85283.74,47642.77,921.88,44145.15,43537.38,51062.33,40.93,49322.93,8.38,47642.77,35.5,38697.77,63302.6,55491.3,1233.75,49322.93,1651,71714.63,46019.85,69753.56,10883.59,4181.07,1
"TCGA-ET-A39R-01A-11R-A19O-07",0,0,0,118949.35,0,0,76330.98,156954.93,95949.32,123144.13,126606.21,0,256748.15,153724.82,66449.85,62865.33,66912.05,55491.3,52863.07,89523.81,0,558035.51,67846.12,30999.42,37.05,116501.39,76861.91,74760.09,4152.18,233003.78,121448.75,149521.18,124863.17,72715.74,46986.85,31215.04,2664.15,3491.39,77934.88,100023.92,129266.49,27745.15,36.79,4358.66,114103.8,34396.12,73730.83,67377.47,74243.68,0,8078.22,1936.53,81244.48,91404.92,67377.47,63302.6,13776.25,58655.36,64632.75,0,38164.99,37639.55,104.42,0,67846.12,28328.16,1857.6,63302.6,55877.28,6887.62,71219.26,132900.7,55877.28,67846.12,55491.3,50011.46,63742.91,57051.4,63302.6,47313.67,1295.13,49666,40621.74,54727.32,22.59,22692.63,0,50709.61,4869.99,48982.22,56657.31,49322.93,6840.04,48643.87,30999.42,19214.73,16269.83,51062.33,56265.94,22850.48,1
"TCGA-CE-A3MD-01A-11R-A20F-07",0,0,0,598087.73,0,0,822695.06,581732.96,358098.26,431797.89,394590.4,0,383800.28,425853.18,260332.24,237899.7,218912.29,141455.6,279017.26,159145.95,15.22,360589.03,35363.15,158046.64,9.13,95286.54,107203.06,42641.37,1639.59,211455.3,105727.15,120609.84,107203.06,54727.32,118127.7,42346.82,2664.15,12076.21,83528.61,82378.63,163620.18,8078.22,0,6652.97,73730.83,40062.48,97965.44,85876.94,72213.45,0,1883.54,1832.01,85283.74,93325.55,57847.82,54727.32,14867.79,67846.12,92040.7,0,44761.41,42641.37,195.72,0,81244.48,25354.3,775.05,75280.1,59887.86,14867.79,82378.63,61146.25,74243.68,81244.48,52863.07,77396.54,63742.91,46019.85,70238.75,67846.12,808,42346.82,31650.8,58250.19,27938.14,26986.43,2.1,72715.74,6426.31,71714.63,65082.31,46339.95,8421.31,60723.88,29736.59,30999.42,21468.49,61999.83,23330.64,30572.63,1
"TCGA-IM-A4EB-01A-11R-A250-07",0,0,0,1063212.58,0,8.92,1282030.25,1063212.58,663619.99,691801.16,828417.36,0,146444.06,912837.43,378516.38,345900.08,402881.61,236256.4,531605.79,253213.41,0,365622.68,186652.11,218912.29,0,226632.25,218912.29,115696.65,1709.26,237899.7,215898.44,74243.68,134755.94,110216.97,76861.91,44452.21,1896.65,1023,80125.95,134755.94,179048.63,24321.43,0,1447.15,62865.33,42346.82,122293.5,119776.72,83528.61,0,29327.18,1991,110216.97,109455.64,107948.72,69271.73,9344.14,87681.42,104271.56,0,25354.3,51775.15,435.55,0,102836.01,27745.15,1977.24,83528.61,91404.92,6561.36,93974.69,47974.16,87681.42,87075.75,70727.3,92680.9,72715.74,81244.48,92040.7,46339.95,647.07,72715.74,37639.55,81809.59,32767,29327.18,0,80125.95,2816.11,77396.54,81809.59,68793.23,14461.21,76861.91,23169.48,12160.22,14065.74,73730.83,19892.37,32315.87,1
"TCGA-E8-A413-01A-21R-A23N-07",0,0,0,573724.06,0,0,938500.81,682276.92,428815.23,475800.4,554180.87,0,73730.83,373305.21,233003.78,211455.3,258533.99,156954.93,168220.2,271387.49,0,233003.78,131071,65990.84,25.17,165904.25,127486.83,84694.64,12415.75,265802.39,121448.75,56265.94,145432.49,98646.85,49322.93,40904.3,8305.36,3564.78,60304.42,101420.22,140478.49,41763.8,1.6,3874.05,34635.37,37379.55,111755.56,102836.01,96616.71,0,26986.43,3443.31,98646.85,97965.44,95949.32,53601.03,14765.09,80683.28,80683.28,0,58655.36,58250.19,4639.29,0,91404.92,31432.17,2193.99,64186.29,76861.91,14971.21,80683.28,30785.28,73221.53,74760.09,75280.1,63742.91,52863.07,58655.36,75803.72,32092.64,2224.63,50011.46,53230.77,75803.72,0,22692.63,0,64632.75,5954.47,54349.29,68793.23,58250.19,9215.48,64632.75,18052.61,10808.41,12415.75,61999.83,22535.88,32092.64,1
"TCGA-EL-A3ZT-01A-12R-A23N-07",0,0,0,677564.08,0,0,1163466.92,736332.6,546551.29,502929.67,466008.55,0,233003.78,397335,327241.36,244588,286861.53,165904.25,469249.9,220434.95,0,189257.69,126606.21,176583.6,28.04,138544.47,138544.47,74243.68,3018.3,200048.85,139508.13,25354.3,99333,89523.81,59474.18,46019.85,1781.89,3395.89,62431.08,79022.82,141455.6,4671.57,24.11,791.35,28328.16,41763.8,82378.63,90146.51,77396.54,0,19082,1617,77934.88,82378.63,67377.47,47974.16,37901.36,73221.53,88291.3,0,26248.46,52863.07,379.04,0,80683.28,26431.04,848.22,75280.1,66912.05,9025.81,67846.12,22692.63,72213.45,72213.45,58250.19,59063.35,56265.94,56265.94,72213.45,32994.92,890.44,54349.29,30785.28,56265.94,28328.16,27363.16,0,60723.88,728.11,56657.31,58250.19,50709.61,39510.91,61146.25,10808.41,17317.18,16045.82,56265.94,9945.68,29531.18,1
"TCGA-EL-A3T1-01A-11R-A22L-07",0,0,0,958220.73,0,8.65,554180.87,565825.41,466008.55,614902.29,606436.73,0,51775.15,258533.99,303217.87,231394.29,343510.77,141455.6,121448.75,331809.5,0,327241.36,190574.09,84109.6,7.11,144427.91,119776.72,152662.96,3467.27,279017.26,131982.68,71714.63,128373.58,72213.45,33224.42,21617.82,2976.74,142.01,60304.42,83528.61,117311.73,22072.07,28.45,71.5,67846.12,27745.15,79022.82,93974.69,103551.29,0,67377.47,387.02,91404.92,85876.94,82951.62,55491.3,8247.98,79572.48,72715.74,0,24490.61,23656.34,24.46,0,82951.62,44145.15,470.14,79572.48,59063.35,9673.69,68793.23,47313.67,59887.86,72715.74,71219.26,67846.12,57448.23,77396.54,62865.33,41475.31,1286.18,63302.6,36106.23,58655.36,0,26431.04,0,43537.38,9808.75,45072.75,34396.12,40621.74,20451.65,65535,14065.74,8598.28,9025.81,61146.25,20593.91,32767,1
"TCGA-DJ-A3VI-01A-11R-A23N-07",0,0,0,1063212.58,0,0,1048575,875652.15,731246.37,751804.53,751804.53,0,242898.5,394590.4,408505.64,331809.5,253213.41,165904.25,236256.4,251464.33,0,267651.2,160252.91,92040.7,0,223512.12,148488.36,93974.69,2537.92,244588,152662.96,26800.01,190574.09,71714.63,46339.95,42641.37,2075.59,3443.31,79572.48,90146.51,148488.36,5479.15,1.57,579.04,21468.49,29736.59,110983.6,122293.5,120609.84,0,48643.87,262.2,102836.01,90773.53,96616.71,41475.31,8963.45,97965.44,93974.69,0,13306.94,38164.99,154.42,0,83528.61,29736.59,223.41,69753.56,68793.23,6426.31,63302.6,20737.16,68318.04,71219.26,84109.6,67846.12,64632.75,50011.46,74243.68,33922.56,796.86,54727.32,54349.29,76330.98,0,23820.89,0,68793.23,2875.3,57051.4,57448.23,56265.94,19754.96,71219.26,13492.72,10154.69,13872.08,65990.84,11112.3,38697.77,1
"TCGA-EM-A3FL-01A-11R-A21D-07",0,0,0,751804.53,0,0,677564.08,573724.06,641014.63,623486.02,696613.03,0,834179.46,645473.24,383800.28,373305.21,531605.79,241220.67,391864.76,43236.64,0,172949.54,2627.46,151608.43,0,114103.8,30572.63,92680.9,2075.59,248002.34,21768.19,12764.83,126606.21,75280.1,111755.56,69753.56,2400.97,56657.31,22850.48,20737.16,145432.49,134.3,90.14,79022.82,11345.82,1870.53,79572.48,100023.92,96616.71,0,928.3,536.45,96616.71,88905.42,77396.54,40904.3,1208.34,77396.54,79022.82,0,12329.98,27174.14,8078.22,0,96616.71,854.13,723.08,59474.18,71714.63,40341.14,72715.74,15607.02,78476.96,79572.48,67377.47,51775.15,35363.15,54727.32,74243.68,53230.77,1378.57,41763.8,46662.28,63742.91,0,24490.61,0,50011.46,285.03,53230.77,65535,66912.05,1467.37,59063.35,785.88,48307.85,44145.15,65990.84,6840.04,3419.52,1
"TCGA-DJ-A13V-01A-11R-A10U-07",0,0,0,215898.44,0,0,331809.5,345900.08,202841.44,294926.33,277089.94,0,205673.01,237899.7,142439.51,150561.19,148488.36,82951.62,61571.56,938500.81,0,174152.51,143430.26,41763.8,0,103551.29,114897.47,108699.57,5255.91,307450.64,115696.65,44452.21,107948.72,51062.33,48307.85,22225.61,2351.53,277.2,111755.56,77396.54,137587.47,31215.04,80.01,253.23,34396.12,94628.34,88291.3,84694.64,73730.83,0,22850.48,1417.35,86474.27,87681.42,57448.23,35363.15,47642.77,82378.63,84109.6,0,36864.92,59063.35,141.02,0,79022.82,36357.37,1259.69,78476.96,59063.35,9344.14,72715.74,30572.63,77934.88,95949.32,61571.56,42937.97,56657.31,53601.03,63742.91,37639.55,1159.07,54727.32,61999.83,55491.3,20.11,35363.15,0,56265.94,4671.57,50709.61,66912.05,58250.19,6887.62,63302.6,19892.37,14663.09,11827.67,61146.25,19082,52135.28,1
"TCGA-ET-A3BV-01A-11R-A19O-07",0,0,0,142439.51,0,0,212926.09,190574.09,119776.72,162489.97,200048.85,0,22225.61,110216.97,114897.47,86474.27,97288.74,57847.82,15392.14,336441.4,0,102125.66,202841.44,21468.49,4.74,111755.56,141455.6,45386.27,11745.96,214407.12,143430.26,61146.25,104996.83,57448.23,26986.43,28525.2,10733.74,167.9,45386.27,104271.56,93974.69,77396.54,14.56,679.29,23656.34,29531.18,86474.27,74243.68,72715.74,0,18560.17,1023,84694.64,69753.56,59063.35,73730.83,13033.07,53230.77,62431.08,0,202841.44,64632.75,147.06,3.41,61571.56,18560.17,1073.91,49666,48307.85,7642.41,61571.56,22535.88,50709.61,60304.42,50359.33,77396.54,56265.94,81244.48,48982.22,57051.4,2609.3,48307.85,34876.28,51062.33,0,26248.46,0,48307.85,2384.37,33688.23,36357.37,42937.97,30999.42,52135.28,49666,12943.04,8718.32,52135.28,20593.91,30151.71,1
"TCGA-DJ-A1QH-01A-21R-A14Y-07",4.54,0,0,42346.82,0,10.96,175363.84,156954.93,114897.47,107948.72,130165.62,0,110983.6,56265.94,100023.92,70238.75,74243.68,38164.99,8963.45,343510.77,0,288856.81,299043.36,11345.82,0,180294.02,114897.47,159145.95,3039.3,343510.77,88905.42,81244.48,142439.51,62431.08,38430.46,52863.07,406.31,447.82,85876.94,59887.86,171754.88,92040.7,0.79,332.14,35856.82,39510.91,80125.95,93325.55,105727.15,0,71714.63,151.22,93325.55,81244.48,81809.59,58655.36,3349.13,86474.27,88291.3,0,41188.81,31432.17,33.06,0,81244.48,63742.91,134.3,66449.85,63302.6,8901.53,65990.84,29327.18,65535,74760.09,83528.61,53601.03,53601.03,93325.55,75280.1,40341.14,974.5,47313.67,65535,64186.29,7.63,18689.27,0,48643.87,13968.57,46019.85,50011.46,57847.82,3515.68,67377.47,11827.67,11584.24,9740.98,63742.91,13776.25,24832.5,1
"TCGA-J8-A3YD-01A-11R-A22U-07",0,0,0,558035.51,0,0,701458.36,668235.84,482442.34,499455.67,554180.87,0,535303.41,402881.61,299043.36,234624.45,355624.68,212926.09,170568.48,99333,0,185362.8,113315.62,91404.92,6.52,125731.67,117311.73,110983.6,2591.27,207103.59,65082.31,27363.16,129266.49,65990.84,61146.25,62865.33,3146.52,17078.76,46019.85,55877.28,100719.65,7857.29,45.85,42641.37,21768.19,15499.21,58250.19,86474.27,85283.74,0,18304.63,1208.34,76861.91,62865.33,74243.68,38966.94,2367.9,68318.04,74243.68,0,18950.18,32767,15180.22,0,67377.47,12502.12,1857.6,53601.03,56657.31,23492.92,59474.18,20593.91,54349.29,45072.75,63302.6,46662.28,46986.85,57051.4,58250.19,42937.97,836.53,36864.92,43537.38,54727.32,24.63,18560.17,0,44452.21,4869.99,43840.21,49666,48307.85,19754.96,55107.99,4038.61,20310.37,21919.61,46662.28,11992.79,15934.98,1
"TCGA-ET-A40S-01A-11R-A23N-07",0,0,0,327241.36,0,27553.49,932018.1,492579.5,307450.64,318292.9,378516.38,0,149521.18,290865.98,225066.78,200048.85,225066.78,119776.72,111755.56,124000.67,0,370726.6,21468.49,55877.28,0,104271.56,180294.02,31870.96,5255.91,220434.95,205673.01,127486.83,174152.51,62865.33,65990.84,39510.91,4836.35,17804.06,100719.65,122293.5,99333,118127.7,8.13,2502.97,70727.3,65990.84,107203.06,100719.65,71714.63,0,3081.75,2555.58,84694.64,102125.66,81244.48,71219.26,16611.71,70238.75,86474.27,0,21617.82,80683.28,195.72,0,76330.98,40904.3,1950,79572.48,66912.05,15607.02,80125.95,38966.94,63742.91,72715.74,67377.47,94628.34,84109.6,52135.28,90146.51,71219.26,1477.58,53973.86,37639.55,74760.09,21919.61,26248.46,0,80683.28,2915.45,87075.75,69753.56,47974.16,9540.5,65990.84,26986.43,25005.23,19618.49,62865.33,45701.96,38966.94,1
"TCGA-DJ-A3VE-01A-11R-A23N-07",0,0,0,296977.71,0,0,542775.98,425853.18,251464.33,331809.5,348306.01,0,207103.59,320506.81,161367.56,170568.48,211455.3,126606.21,111755.56,524287,0,139508.13,140478.49,52497.92,6.62,118949.35,125731.67,79572.48,3928.15,265802.39,134755.94,24660.96,160252.91,63302.6,36357.37,33455.53,1757.34,115.16,48982.22,69271.73,123144.13,23330.64,14.56,423.61,22225.61,41475.31,100719.65,91404.92,87681.42,31.67,35363.15,1519.15,103551.29,88291.3,72715.74,32994.92,48307.85,76861.91,93974.69,0,25708.25,44761.41,155.5,0,71714.63,43840.21,1143.1,61999.83,61571.56,4388.98,66912.05,23656.34,65990.84,75280.1,70727.3,64186.29,55107.99,50011.46,77396.54,27938.14,1151.06,45701.96,35118.87,57847.82,32092.64,23009.42,0,59474.18,2664.15,46986.85,63302.6,59887.86,21919.61,60723.88,14867.79,19892.37,24321.43,56657.31,16045.82,40341.14,1
"TCGA-BJ-A191-01A-11R-A13Y-07",0,0,0,72213.45,0,0,165904.25,186652.11,107203.06,165904.25,136637.07,0,34396.12,200048.85,65082.31,71219.26,61571.56,31870.96,47313.67,51417.5,14.24,186652.11,12502.12,26614.89,0,76330.98,63742.91,10225.32,4038.61,345900.08,39237.98,25530.66,205673.01,63302.6,48307.85,249727.34,4543.8,248,8247.98,47313.67,143430.26,151.22,426.57,2434.5,32092.64,9808.75,111755.56,105727.15,114103.8,0,146.03,66.18,133825.1,114897.47,85283.74,33688.23,4671.57,112532.89,108699.57,0,19754.96,61999.83,629.35,0,122293.5,3168.41,185.11,84694.64,75803.72,2047,112532.89,18431.96,131071,102836.01,88291.3,85876.94,58250.19,45072.75,87681.42,28923.41,1605.83,73730.83,65990.84,87681.42,0,17804.06,0,81809.59,223.41,67846.12,92040.7,92680.9,2835.7,84109.6,11992.79,8778.97,17437.64,80125.95,19618.49,10296.45,1
"TCGA-EL-A3D6-01A-12R-A206-07",0,0,0,1171559.48,0,0,1229805.58,1412675.8,978355,925580.18,1171559.48,0,96616.71,951601.81,711250.37,619179.28,527933.71,258533.99,80683.28,318292.9,0,242898.5,450134.56,110216.97,0,263966.36,193234.41,212926.09,4937.99,263966.36,131982.68,70238.75,105727.15,85876.94,33688.23,47313.67,2287.2,470.14,55491.3,115696.65,181548.07,108699.57,8.51,1551.09,47642.77,53230.77,71714.63,97288.74,99333,0,35609.13,2240.11,65082.31,77396.54,63742.91,83528.61,4066.71,68793.23,88291.3,0,30785.28,42054.3,82.29,0,80683.28,33455.53,2032.85,70727.3,69753.56,9740.98,58250.19,35363.15,67377.47,67846.12,67377.47,55877.28,53230.77,69271.73,55491.3,44145.15,1721.16,51417.5,59887.86,58250.19,0,29124.6,0,59474.18,23009.42,52497.92,55877.28,57051.4,28328.16,59474.18,17078.76,10959.3,12415.75,54349.29,15499.21,26986.43,1
"TCGA-EM-A2CK-01A-11R-A180-07",0,0,0,443937.41,0,0,524287,492579.5,324980.94,320506.81,320506.81,0,1147449.11,269512.87,244588,200048.85,165904.25,118127.7,202841.44,57051.4,0,149521.18,2240.11,120609.84,0,134755.94,41475.31,146444.06,1639.59,253213.41,48982.22,13123.73,102836.01,116501.39,112532.89,52863.07,988.12,6745.86,53230.77,26614.89,159145.95,236.21,0,47642.77,16727.26,14163.58,67846.12,85283.74,108699.57,0,376.41,2193.99,87075.75,73221.53,74760.09,31650.8,3564.78,72213.45,81809.59,0,25887.07,42641.37,1857.6,0,71219.26,1304.15,2255.7,57448.23,64632.75,15715.58,64632.75,13306.94,68793.23,84109.6,60723.88,44761.41,40621.74,48643.87,60723.88,58655.36,591.22,36106.23,29327.18,52135.28,31870.96,28328.16,9.27,55107.99,127.89,65082.31,69753.56,60723.88,1519.15,53601.03,1477.58,54727.32,39237.98,48982.22,6037.61,9151.82,1
"TCGA-EL-A3T7-01A-11R-A22L-07",0,0,0,120609.84,0,0,267651.2,269512.87,148488.36,254974.66,296977.71,0,92040.7,207103.59,90146.51,97965.44,80683.28,42641.37,66912.05,456418.21,0,189257.69,198667,37379.55,8.85,93974.69,153724.82,72213.45,3303,309589.14,82378.63,35609.13,145432.49,134755.94,31870.96,77934.88,2367.9,1104.13,67377.47,95949.32,129266.49,5441.3,61.68,406.31,33224.42,57051.4,68793.23,100023.92,95286.54,0,21768.19,1709.26,96616.71,78476.96,74760.09,33224.42,32540.65,75280.1,90146.51,0,26614.89,53601.03,242.88,3.06,74760.09,40062.48,1733.13,72715.74,41188.81,7081.29,64632.75,32767,68318.04,80683.28,68318.04,51417.5,51062.33,59063.35,68793.23,34396.12,1023,46986.85,62865.33,56265.94,0,47974.16,0,56265.94,547.75,47313.67,57051.4,56657.31,18178.19,61571.56,51775.15,10883.59,14461.21,52497.92,10512.82,36357.37,1
"TCGA-DJ-A13X-01A-11R-A10U-07",0,0,0,169390.27,0,14.45,153724.82,205673.01,106462.55,212926.09,171754.88,0,425853.18,125731.67,83528.61,71219.26,114897.47,65535,35118.87,151608.43,11.55,172949.54,125731.67,25708.25,46.18,111755.56,68318.04,137587.47,1259.69,299043.36,84109.6,21617.82,97965.44,56265.94,52135.28,20451.65,791.35,1685.71,67377.47,50359.33,96616.71,1119.56,6.26,4512.4,22692.63,27174.14,58655.36,65082.31,67377.47,0,24660.96,3614.55,75280.1,58655.36,48982.22,44761.41,45072.75,65535,66449.85,0,25708.25,34876.28,713.11,0,51062.33,22072.07,3794.3,48982.22,46662.28,5791.62,46986.85,15499.21,47313.67,71714.63,50709.61,32540.65,37639.55,54349.29,45386.27,26800.01,1216.75,35609.13,48643.87,42054.3,23.59,25530.66,1.62,37901.36,5041.77,33922.56,44761.41,44761.41,14663.09,46986.85,2935.74,14461.21,14361.31,50359.33,9344.14,30999.42,1
"TCGA-EL-A3GQ-01A-11R-A206-07",0,0,0,561916.97,7.75,0,863596.77,496005.67,348306.01,462789.59,402881.61,0,254974.66,318292.9,419990.32,249727.34,242898.5,181548.07,186652.11,217400.14,0,137587.47,97288.74,168220.2,13.42,94628.34,40904.3,104271.56,2018.8,260332.24,75280.1,31870.96,129266.49,39510.91,50011.46,23009.42,1143.1,1936.53,69753.56,61999.83,136637.07,7642.41,5.68,10225.32,12764.83,37639.55,38966.94,70238.75,64186.29,0,21026.65,2061.24,64186.29,48643.87,72715.74,43537.38,19214.73,48307.85,79572.48,0,33224.42,48307.85,1508.65,0,49666,22380.2,3325.99,46662.28,46339.95,7032.37,51062.33,11424.74,45701.96,51775.15,60304.42,33224.42,36610.26,50011.46,50709.61,18431.96,1277.29,29327.18,49666,45701.96,21.16,25708.25,0,37121.34,2468.49,35856.82,39785.74,53601.03,9673.69,46019.85,16727.26,16157.44,20310.37,33922.56,10014.87,31432.17,1
"TCGA-MK-A4N6-01A-11R-A250-07",0,0,0,258533.99,0,0,998912.34,772940.66,489177,338781.54,524287,0,77396.54,496005.67,277089.94,389157.95,254974.66,156954.93,35856.82,309589.14,0,329517.51,397335,31650.8,0,233003.78,169390.27,145432.49,3901.01,234624.45,116501.39,77396.54,93325.55,95286.54,37121.34,60304.42,3847.29,258.57,53230.77,87681.42,100719.65,48307.85,9.34,1378.57,51062.33,43236.64,55107.99,63742.91,70727.3,0,64186.29,7589.61,74760.09,58655.36,61571.56,53230.77,8022.41,54349.29,53230.77,0,40062.48,42346.82,43.94,0,58655.36,41188.81,6792.79,55877.28,42346.82,11504.21,45386.27,40062.48,44761.41,56657.31,51417.5,51417.5,48982.22,81809.59,49666,43236.64,1519.15,41475.31,29327.18,43236.64,24153.43,35363.15,0,39237.98,3212.66,37379.55,37901.36,40062.48,7537.18,50011.46,12415.75,8901.53,10733.74,44761.41,22072.07,31432.17,1
"TCGA-DE-A4MC-01A-11R-A250-07",0,0,0,691801.16,0,0,1472666.19,1108362.75,900270.11,731246.37,736332.6,0,87681.42,716197.51,550352.86,411347.03,469249.9,209994.66,111755.56,92680.9,0,472513.8,303217.87,88291.3,0,231394.29,226632.25,241220.67,5479.15,269512.87,126606.21,85283.74,161367.56,67377.47,46986.85,27553.49,3212.66,120.94,102125.66,77934.88,145432.49,20593.91,2.94,102.25,57448.23,41188.81,73221.53,100719.65,84694.64,0,47642.77,358.54,77934.88,77934.88,87075.75,52135.28,1662.49,68318.04,76330.98,0,22380.2,27745.15,40.93,0,69753.56,30999.42,460.44,72715.74,56657.31,5672.41,59887.86,55877.28,57847.82,69753.56,71219.26,50709.61,57847.82,53601.03,59887.86,42641.37,988.12,34396.12,76861.91,60304.42,0,20593.91,0,50709.61,16045.82,52497.92,53973.86,51775.15,13681.08,61999.83,6079.61,8191,7857.29,53973.86,22072.07,26067.14,1
"TCGA-DJ-A3UY-01A-21R-A22L-07",0,0,0,589853.66,0,0,581732.96,558035.51,370726.6,394590.4,558035.51,0,242898.5,262143,233003.78,201440.3,282912.21,244588,71219.26,217400.14,11.91,233003.78,125731.67,56265.94,0,221968.2,64186.29,87681.42,2796.65,290865.98,81809.59,65535,193234.41,138544.47,53973.86,62865.33,3614.55,6516.03,49322.93,60723.88,131071,15934.98,8022.41,11345.82,23492.92,24490.61,76330.98,103551.29,106462.55,0,47313.67,1268.46,112532.89,84109.6,90146.51,64632.75,5403.7,88905.42,91404.92,0,37639.55,36610.26,3639.7,0,83528.61,22380.2,1388.16,66449.85,70727.3,17927.91,76861.91,21468.49,66912.05,70238.75,76861.91,60304.42,60723.88,77934.88,68793.23,35609.13,1159.07,62865.33,55877.28,68793.23,25.54,22535.88,0,52863.07,9025.81,51062.33,52497.92,62431.08,6745.86,70238.75,13399.51,15824.9,17197.56,67377.47,13776.25,22692.63,1
"TCGA-ET-A2MZ-01A-12R-A19O-07",0,0,0,214407.12,0,0,133825.1,200048.85,102836.01,180294.02,191899.64,0,561916.97,147462.67,86474.27,80683.28,106462.55,75803.72,44761.41,161367.56,0,141455.6,91404.92,36106.23,2.41,117311.73,102836.01,134755.94,2915.45,324980.94,155870.75,16611.71,107203.06,76861.91,47642.77,14461.21,2796.65,2287.2,95286.54,65990.84,115696.65,5555.65,4.98,1540.37,17558.94,24660.96,60304.42,69753.56,77934.88,0,12502.12,12076.21,92040.7,61571.56,65990.84,47313.67,30151.71,63302.6,72715.74,0,44452.21,57448.23,165.57,0,51062.33,15607.02,15934.98,56265.94,50011.46,6516.03,53601.03,14971.21,50359.33,71219.26,55107.99,33688.23,42937.97,71714.63,41188.81,29736.59,1295.13,40341.14,35363.15,47313.67,27174.14,30999.42,0,45386.27,1225.22,42346.82,51775.15,51417.5,28525.2,47974.16,1561.89,27553.49,28723.62,54727.32,6381.92,39785.74,1
"TCGA-DE-A69K-01A-11R-A39I-07",0,0,0,121448.75,0,0,165904.25,182810.84,117311.73,162489.97,160252.91,0,168220.2,164758.26,107948.72,89523.81,76861.91,55491.3,52497.92,370726.6,0,168220.2,92040.7,47313.67,9.06,118949.35,113315.62,76861.91,2287.2,271387.49,149521.18,42054.3,104271.56,44145.15,61999.83,31432.17,2255.7,748.61,100719.65,93974.69,125731.67,10084.54,1.13,1447.15,35856.82,71714.63,69753.56,77396.54,82378.63,0,14663.09,121.79,88905.42,73730.83,62865.33,53973.86,34635.37,71714.63,79022.82,0,21919.61,93974.69,164.42,0,54349.29,27938.14,642.59,66912.05,51417.5,4671.57,58250.19,31870.96,57448.23,71219.26,50359.33,59063.35,53230.77,71714.63,58655.36,48643.87,1059.11,32767,51775.15,55877.28,21.47,25708.25,0,50359.33,65082.31,45701.96,50359.33,44452.21,16045.82,48982.22,6426.31,13492.72,11827.67,49322.93,20451.65,34876.28,1
"TCGA-IM-A3U3-01A-11R-A22L-07",0,0,0,726195.27,0,0,459592.86,531605.79,350728.68,641014.63,443937.41,0,127486.83,244588,194578.47,179048.63,155870.75,200048.85,85283.74,164758.26,0,397335,164758.26,52497.92,0,169390.27,176583.6,175363.84,2451.44,282912.21,105727.15,66449.85,145432.49,68318.04,63742.91,17804.06,974.5,348.71,102836.01,79022.82,124000.67,48643.87,4.28,748.61,67846.12,50359.33,82951.62,108699.57,94628.34,0,36610.26,127.89,90773.53,82378.63,87681.42,43840.21,16611.71,76861.91,90146.51,0,21468.49,35363.15,47.84,0,66449.85,42346.82,234.57,73730.83,62431.08,11827.67,75803.72,46019.85,64186.29,62865.33,71219.26,48982.22,57051.4,61146.25,64186.29,41475.31,1015.93,45701.96,62431.08,70727.3,0,25887.07,0,56657.31,38430.46,55107.99,52497.92,52863.07,8363.13,68318.04,8718.32,10084.54,9945.68,62431.08,19348.38,31870.96,1
